,Марка,YearMonth,Страховая сумма,Количество дней от события до урегулирования,Оценка убытка
533,Lada,202309,788227.0136880629,16.0,137792
534,Киа,202308,1570868.9611080682,88.0,148817
535,Lada,202305,678028.8590305831,5.0,129745
536,Жигули,202307,438257.3000917965,2.0,112386
537,Мерседес-Бенц,202411,4438274.016529353,1.0,196625
538,Мерседес-Бенц,202405,7989254.267951985,12.0,258399
539,Lada,202307,998625.580779202,52.0,138397
540,Жигули,202312,374907.536451781,0.0,101618
541,Киа,202408,2454677.476245886,12.0,165928
542,Lada,202408,757479.9331866029,65.0,115060
543,Лада Самара,202312,593104.743622843,19.0,138962
544,Жигули,202311,218703.74123804522,25.0,121836
545,Lada,202409,905251.8802205408,12.0,158321
546,Киа,202303,1442201.5600081526,33.0,155496
547,Lada,202308,1022660.7574493001,8.0,156215
548,Lada,202411,868858.9641163244,8.0,134541
549,Киа,202304,2492523.948327013,21.0,158003
550,Киа,202412,1429404.0766516924,9.0,140516
551,Lada,202407,1243580.7726984771,74.0,132949
552,Киа,202406,1520847.2914616002,3.0,156436
553,Киа,202308,1818120.0842758028,35.0,171832
554,Lada,202407,1093221.266966806,9.0,113066
555,Жигули,202312,414308.6385389006,14.0,149549
556,Лада Самара,202401,459007.1468589663,35.0,142148
557,Lada,202308,957831.1834117995,97.0,133616
558,Lada,202306,469459.3719927091,14.0,140944
559,Лада Самара,202307,284881.95279050973,4.0,124446
560,Lada,202407,649599.2824170719,,145392
561,Жигули,202501,303559.30158946995,1.0,124795
562,Киа,202401,2073657.9661068597,23.0,153693
563,Lada,202411,553472.3001235899,3.0,120309
564,Lada,202405,472071.7369534736,43.0,136544
565,Киа,202309,1390977.866283368,86.0,156153
566,Киа,202410,2757248.63536453,11.0,164966
567,Лада Самара,202311,245932.13306457901,11.0,125952
568,Киа,202501,1630894.5529364108,35.0,146826
569,Мерседес-Бенц,202302,5488359.028512202,66.0,237693
570,Лада Самара,202308,396359.5884362306,76.0,162073
571,Lada,202407,1002669.465262738,74.0,138621
572,Lada,202411,725714.4838136391,,152812
573,Лада Самара,202501,376900.7152487245,13.0,134006
574,Lada,202310,811305.2802918187,20.0,120818
575,Жигули,202402,378415.39429924294,-100.0,112964
576,Lada,202404,913105.0209627856,16.0,126437
577,Lada,202410,648844.7707985082,14.0,129922
578,Лада Самара,202302,382197.8329400603,17.0,129845
579,Lada,202308,840462.9314124951,19.0,167862
580,Жигули,202310,451985.0778969306,7.0,112309
581,Киа,202501,1511744.6580482179,19.0,136403
582,Жигули,202312,527306.5282488398,47.0,139319
583,Киа,202401,1879290.7344731998,12.0,128249
584,Мерседес-Бенц,202312,5278811.743300036,0.0,197811
585,Лада Самара,202306,284790.9592904833,30.0,134688
586,Лада Самара,202308,397119.86879180226,38.0,130984
587,Лада Самара,202411,262050.22561984748,4.0,120754
588,Лада Самара,202308,517024.8051078828,,118866
589,Киа,202405,3240414.6954116807,7.0,159588
590,Киа,202404,2381688.498270246,4.0,165851
591,Жигули,202303,473364.53455493494,5.0,112382
592,Жигули,202311,465558.2193262729,3.0,116898
593,Lada,202306,960815.2956698813,3.0,118288
594,Киа,202407,2502253.8174077654,27.0,153608
595,Lada,202408,875860.2355114924,77.0,130052
596,Лада Самара,202308,478704.59092958434,40.0,138951
597,Mercedes,202405,6437191.822341555,23.0,226430
598,Киа,202311,2860785.711403421,41.0,135081
599,Мерседес-Бенц,202403,5764143.860939682,6.0,205535
600,Мерседес-Бенц,202408,8850000.771455767,19.0,206049
601,Жигули,202309,361171.9881945103,31.0,115228
602,Lada,202307,786853.4572743429,12.0,146783
603,Киа,202404,2766812.2053008783,44.0,151656
604,Киа,202405,2127348.782661382,34.0,158582
605,Мерседес-Бенц,202501,5092986.551550671,18.0,245948
606,Киа,202310,1724895.0763501879,11.0,181299
607,Жигули,202304,361908.27469822054,7.0,106128
608,Lada,202312,768351.0258225328,32.0,146736
609,Жигули,202305,478767.5275437524,43.0,121028
610,Жигули,202311,437444.56133734615,59.0,127643
611,Киа,202404,2340984.9777599936,34.0,171412
612,Мерседес-Бенц,202403,10158379.921787914,0.0,208246
613,Киа,202409,2880317.131385633,31.0,150987
614,Мерседес-Бенц,202312,9216290.973005222,41.0,231702
615,Жигули,202408,313273.9562581425,38.0,116874
616,Лада Самара,202309,597438.2826033847,32.0,139441
617,Лада Самара,202303,500479.4922865725,55.0,146764
618,Лада Самара,202307,359026.67939033883,-100.0,135782
619,Мерседес-Бенц,202303,4437226.007184579,1.0,166519
620,Киа,202401,2266029.1392790517,17.0,139523
621,Мерседес-Бенц,202309,5906940.715955337,6.0,188410
622,Lada,202303,546031.7199287422,5.0,129830
623,Киа,202304,1947924.4122290213,17.0,162142
624,Мерседес-Бенц,202312,3778831.9871676327,32.0,211732
625,Lada,202403,741166.087232461,42.0,149259
626,Киа,202403,2456116.434320267,3.0,176891
627,Киа,202311,2848775.719800295,43.0,153569
628,Киа,202403,2820108.6125162374,9.0,154154
629,Лада Самара,202307,326886.92761424347,0.0,142987
630,Киа,202307,1518188.8407107769,11.0,135847
631,Киа,202412,1503092.0002416663,20.0,158336
632,Жигули,202305,381855.19607917056,40.0,123146
633,Киа,202403,3723456.3246310996,97.0,133707
634,Lada,202302,663245.4213771682,7.0,147363
635,Lada,202409,1120312.6154895115,11.0,153761
636,Киа,202311,1739239.839815475,4.0,162447
637,Лада Самара,202410,285137.37813694746,17.0,124499
638,Лада Самара,202301,254668.7634710786,,168159
639,Киа,202308,1959284.1692357133,4.0,163808
640,Мерседес-Бенц,202308,5543311.845239812,108.0,225440
641,Лада Самара,202311,517584.23960444966,141.0,151335
642,Lada,202312,1627621.7134065179,2.0,140337
643,Киа,202301,2381426.342725227,22.0,147947
644,Мерседес-Бенц,202401,8461157.479874294,38.0,218885
645,Жигули,202302,406339.41499826347,4.0,127558
646,Lada,202402,853910.176783205,89.0,139287
647,Киа,202405,4373280.687174405,-100.0,138182
648,Киа,202410,1396430.6421066504,1.0,147535
649,Киа,202404,2267315.56367028,5.0,164068
650,Мерседес-Бенц,202301,6544326.1799538275,102.0,210264
651,Жигули,202408,344539.4509611588,7.0,134365
652,Киа,202405,2702242.8458480467,29.0,148287
653,Киа,202410,1876018.0184382051,7.0,148909
654,Lada,202406,567746.7876353067,47.0,114895
655,Lada,202301,740098.5672964033,18.0,141375
656,Мерседес-Бенц,202407,7985754.914630426,24.0,169315
657,Lada,202501,861785.8788792192,8.0,135279
658,Жигули,202302,254022.1780660953,6.0,123668
659,Мерседес-Бенц,202412,5308111.688492913,38.0,208580
660,Мерседес-Бенц,202301,7778565.283206071,28.0,182574
661,Лада Самара,202311,315986.8899567752,22.0,146359
662,Мерседес-Бенц,202405,4225610.118367758,39.0,243219
663,Киа,202407,2000898.8627252623,32.0,186962
664,Лада Самара,202310,500302.1460372725,12.0,134589
665,Мерседес-Бенц,202310,6905219.7140405085,79.0,205208
666,Жигули,202401,302795.7733203956,62.0,108914
667,Мерседес-Бенц,202407,9135648.335875235,22.0,218109
668,Мерседес-Бенц,202304,5262171.334680513,124.0,244949
669,Лада Самара,202305,410409.7435996825,39.0,134219
670,Lada,202410,444642.97448140185,18.0,147231
671,Lada,202405,938772.6204355466,10.0,103188
672,Жигули,202311,363676.05882430874,5.0,108632
673,Лада Самара,202408,541301.3063377468,34.0,143939
674,Lada,202303,820081.5510781959,64.0,118135
675,Lada,202410,889775.1575041106,54.0,126890
676,Киа,202308,2492958.900052542,19.0,141431
677,Лада Самара,202311,343034.23283214757,2.0,137598
678,Киа,202411,1666083.4506439979,3.0,149444
679,Киа,202409,2444358.418352517,19.0,143583
680,Киа,202409,2348514.772190456,6.0,141841
681,Mercedes,202308,5336830.121561184,51.0,207668
682,Лада Самара,202307,449853.9647228223,20.0,135707
683,Жигули,202501,406729.4515623762,0.0,119534
684,Киа,202303,2133785.004751685,2.0,159095
685,Lada,202308,913736.3460940955,1.0,154477
686,Лада Самара,202405,502857.11637659156,14.0,142412
687,Мерседес-Бенц,202303,7614104.1383719,8.0,184804
688,Lada,202310,874271.1970098794,23.0,143783
689,Киа,202407,2244784.483480437,27.0,132187
690,Lada,202405,687396.7232792871,57.0,134954
691,Лада Самара,202303,555888.7621078087,17.0,136457
692,Мерседес-Бенц,202407,6419890.663599139,15.0,222913
693,Жигули,202406,356324.53108254814,9.0,129877
694,Lada,202308,778080.6866426251,6.0,131032
695,Киа,202501,2540079.4125345065,61.0,153747
696,Лада Самара,202412,663789.6243513301,78.0,150748
697,Киа,202301,2622436.9309796826,19.0,135597
698,Lada,202307,699740.6532186937,1.0,145781
699,Мерседес-Бенц,202408,4716571.724599201,3.0,210666
700,Жигули,202402,333385.442847376,21.0,101158
701,Lada,202306,776640.7562213191,41.0,141106
702,Жигули,202405,381364.4317488404,36.0,137068
703,Lada,202403,971801.2203976072,52.0,168210
704,Лада Самара,202308,582228.047043146,7.0,126943
705,Lada,202402,1443470.3242273717,58.0,145922
706,Жигули,202403,308083.77651696646,15.0,128707
707,Лада Самара,202412,834730.0335173265,97.0,146461
708,Мерседес-Бенц,202303,6503602.0584278805,42.0,204890
709,Жигули,202308,229413.57382625825,41.0,121883
710,Lada,202501,872714.6199664526,9.0,130200
711,Мерседес-Бенц,202401,6213314.0538878795,58.0,214929
712,Жигули,202407,258129.09456799735,21.0,128682
713,Mercedes,202410,4794299.674710026,18.0,209802
714,Жигули,202309,513702.9431843203,26.0,128754
715,Жигули,202307,317694.4822878781,13.0,126706
716,Киа,202307,2836386.5142030264,18.0,152986
717,Лада Самара,202404,729773.0733458663,1.0,121724
718,Жигули,202304,303803.956511992,,106837
719,Lada,202408,1559456.158352895,3.0,113587
720,Lada,202402,873290.2610738062,5.0,117585
721,Жигули,202411,333771.97475133225,1.0,102241
722,Лада Самара,202309,600786.0183314466,46.0,145481
723,Мерседес-Бенц,202408,4092760.1441494077,7.0,157634
724,Lada,202308,913949.9921352016,20.0,137929
725,Киа,202309,1890723.2498162943,6.0,131270
726,Жигули,202409,422532.21389675734,14.0,130455
727,Киа,202311,2687581.2916906844,33.0,180025
728,Киа,202305,2738222.190617217,78.0,159775
729,Лада Самара,202304,514229.96696045244,27.0,148132
730,Lada,202403,713150.1149332131,45.0,143960
731,Жигули,202306,335172.5422293177,9.0,104906
732,Киа,202409,2442898.971924844,2.0,158619
733,Lada,202401,991230.0961974214,13.0,142205
734,Лада Самара,202311,714164.8040571453,1.0,136207
735,Киа,202402,1557766.243301313,11.0,151679
736,Мерседес-Бенц,202406,8864376.577392047,17.0,196020
737,Киа,202411,1728416.2023222044,44.0,156776
738,Киа,202404,2077711.4043557276,9.0,167477
739,Lada,202402,1139668.6393432184,34.0,126949
740,Лада Самара,202305,355984.5856175941,144.0,135490
741,Мерседес-Бенц,202409,6798111.581149314,9.0,198382
742,Mercedes,202312,7020192.259642743,2.0,225251
743,Киа,202309,3908822.7108665584,9.0,162865
744,Киа,202405,2393665.283567518,16.0,154024
745,Киа,202403,2947135.6271141255,41.0,177132
746,Лада Самара,202305,740017.2740066536,,128591
747,Киа,202501,2872407.157159808,29.0,163221
748,Киа,202403,1472721.0582716307,2.0,140458
749,Lada,202407,846059.226930128,24.0,123080
750,Lada,202402,859239.0023002975,15.0,156798
751,Мерседес-Бенц,202309,7422449.039435473,3.0,197511
752,Лада Самара,202407,236520.2817599821,,122320
753,Lada,202412,491457.0801762859,25.0,129439
754,Киа,202312,3248602.849012808,4.0,162895
755,Жигули,202302,327894.8267106394,25.0,138061
756,Киа,202404,1710602.2712489557,17.0,174380
757,Лада Самара,202308,404929.6657758297,,130032
758,Мерседес-Бенц,202410,4741835.452544233,10.0,201302
759,Lada,202409,871799.1508211812,63.0,140520
760,Киа,202407,2117411.138097416,,134486
761,Киа,202407,2102376.0512312185,47.0,156844
762,Киа,202402,1252338.6736942322,9.0,146768
763,Жигули,202304,467114.8100200708,16.0,143973
764,Мерседес-Бенц,202301,7605533.262463241,15.0,197956
765,Lada,202310,844819.6641419663,5.0,132973
766,Мерседес-Бенц,202401,6255801.557295705,33.0,247340
767,Жигули,202412,380693.5812264597,52.0,114993
768,Киа,202501,3380130.20041854,11.0,153975
769,Лада Самара,202403,368599.5656201485,39.0,145470
770,Lada,202404,864311.6102478361,16.0,129042
771,Лада Самара,202410,786624.1467235723,9.0,146650
772,Lada,202407,816549.0935860181,13.0,132028
773,Мерседес-Бенц,202305,3811036.699243588,84.0,207920
774,Киа,202305,2119041.6536120274,18.0,126732
775,Лада Самара,202310,639498.6199471777,28.0,138266
776,Киа,202307,2800922.996668481,56.0,142296
777,Киа,202410,2053844.7176756994,34.0,139355
778,Lada,202303,1068088.8243424455,26.0,147830
779,Жигули,202409,589409.0371446689,3.0,124759
780,Киа,202312,992122.32396789,1.0,129457
781,Жигули,202309,240091.28827922264,48.0,107431
782,Lada,202501,716536.5531100468,,109928
783,Лада Самара,202402,383089.2421308607,57.0,154144
784,Lada,202411,714479.7889927449,10.0,98624
785,Лада Самара,202309,527109.1932758563,1.0,133883
786,Lada,202406,1253920.0856569791,20.0,119509
787,Жигули,202404,512809.1245506672,9.0,133918
788,Мерседес-Бенц,202407,7524535.892177949,3.0,221222
789,Лада Самара,202410,444043.9640471591,20.0,124711
790,Жигули,202410,528396.0161867848,69.0,116890
791,Lada,202408,858962.2265497927,1.0,128628
792,Жигули,202311,478700.7590983418,1.0,110022
793,Киа,202411,1936240.2854459353,2.0,161044
794,Мерседес-Бенц,202310,5148333.658167133,11.0,205260
795,Киа,202304,1269026.8080723714,15.0,165207
796,Жигули,202410,407684.7216724486,20.0,119624
797,Lada,202307,938487.0963885534,48.0,158812
798,Мерседес-Бенц,202406,4407496.4877694,8.0,174642
799,Мерседес-Бенц,202307,3874677.4914594516,131.0,200766
800,Жигули,202309,341206.18835927366,16.0,129922
801,Lada,202306,874237.0891388005,16.0,124980
802,Жигули,202401,387341.3852856519,62.0,109942
803,Киа,202412,2136352.201723609,53.0,128822
804,Лада Самара,202305,506498.511975902,,139971
805,Киа,202305,1979783.4251841933,14.0,165398
806,Киа,202405,2458982.847244382,27.0,147026
807,Жигули,202406,306059.29161562386,55.0,130469
808,Лада Самара,202407,441479.454043563,12.0,162570
809,Mercedes,202403,6210388.5978422025,4.0,245339
810,Мерседес-Бенц,202310,5582890.600626814,65.0,226935
811,Киа,202402,2251213.9399344157,13.0,144322
812,Киа,202305,1392148.7653784459,42.0,146241
813,Lada,202408,830939.1426929774,2.0,136242
814,Lada,202312,451038.38284422917,33.0,135400
815,Мерседес-Бенц,202309,4406442.235012424,11.0,214373
816,Лада Самара,202301,415532.4938513922,10.0,102809
817,Лада Самара,202409,435438.6105888245,0.0,118636
818,Lada,202407,787391.2107740367,28.0,152145
819,Киа,202302,1587605.1091539268,53.0,126730
820,Мерседес-Бенц,202311,4823936.659419452,20.0,191022
821,Лада Самара,202305,555149.6430736341,5.0,129618
822,Lada,202402,794387.96266451,3.0,110178
823,Киа,202402,3434444.0374078886,0.0,150509
824,Лада Самара,202410,506747.5841870704,5.0,137955
825,Lada,202409,1133835.6498334429,3.0,108795
826,Лада Самара,202410,337801.0781567278,4.0,127392
